Date,Species,Family,Sex,Age,Repro,RFA,Mass,Head.height,Head.length,Head.width,CM3,pl.dist,1,2,3,4,5,6,MaxBF,MaxBF.N 
27-Jun-09,Hibi142,Hipposideridae,M,A,,42,8.5,8.9,18.4,10.7,6.4,3,27.8,35.5,29.9,28.9,28.4,28.9,35.5,3.38
27-Jun-09,Hibi142,Hipposideridae,M,A,,41.6,9,8.8,19.5,12,6.4,3,25.8,27.4,28.6,27.5,25,26.1,28.6,2.69
27-Jun-09,Hibi142,Hipposideridae,F,A,NR,42.9,8.25,8.2,18.5,12,6.5,3,24.1,25.4,25.5,24.6,22.9,24.1,25.5,2.38
27-Jun-09,Hibi142,Hipposideridae,M,A,,43.2,8.25,9,18.5,11.8,6.7,3,39.4,35.9,33.8,34.8,39.4,40.5,40.5,3.87
27-Jun-09,Hibi142,Hipposideridae,F,A,L,43.1,8.5,8.7,17.5,11.8,6.5,3,37.5,33.9,32.9,35.5,39.1,38.9,39.1,3.74
27-Jun-09,Hibi142,Hipposideridae,F,A,L,42.5,7.75,8.9,19.1,10.2,6.6,3,38,33.5,38.9,36,32,34,38.9,3.72
27-Jun-09,Hibi142,Hipposideridae,M,A,,43,8,9,18.8,12,6.5,3,40.5,35.5,34.5,36,38.6,46.4,46.4,4.46
27-Jun-09,Hibi142,Hipposideridae,M,A,,43.1,8,8.9,19,10.5,6.5,3,32,28.4,25.9,28.3,26.7,67.3,67.3,6.54
27-Jun-09,Hibi142,Hipposideridae,F,A,NR,42.8,8,8.9,18.9,10.9,6.7,3,35.4,30.6,32,28.8,33.5,30.3,35.4,3.37
27-Jun-09,Hibi142,Hipposideridae,F,A,L,44.9,8.5,8.4,18.3,10.7,6.5,3,40.8,35.4,33.1,32,34.3,38.6,40.8,3.9
27-Jun-09,Hibi142,Hipposideridae,M,A,,43.4,8.75,8.7,18.5,10.9,6.5,3,27.4,22,25.6,29,28.1,22.3,29,2.73
27-Jun-09,Hibi142,Hipposideridae,F,A,L,43.6,8.25,8.4,18.7,10.3,6.4,3,47.4,32.8,35.9,34.8,35.8,32.6,47.4,4.56
27-Jun-09,Hibi142,Hipposideridae,F,A,L,42.7,7.75,9.3,19.6,12.1,6.3,3,38.3,37,38.4,34.8,37.1,38.3,38.4,3.67
27-Jun-09,Hibi142,Hipposideridae,M,A,,42.9,8.25,9,19,11,6.4,3,48.6,48,35.3,42.8,37.6,36.9,48.6,4.68
27-Jun-09,Hibi142,Hipposideridae,F,A,PL,44.7,8.5,8.8,18.9,10.4,6.5,3,32.3,28.9,29.9,30.2,31.8,32,32.3,3.06
27-Jun-09,Hibi142,Hipposideridae,M,A,,42.2,8.5,9,18.1,12.2,6.4,3,34.9,37.3,35.3,35.6,38.5,40.1,40.1,3.83
27-Jun-09,Hibi142,Hipposideridae,M,A,,42.1,8.25,9.4,19.1,10,6.4,3,32.3,33.5,32,34.3,30.1,33.6,34.3,3.26
27-Jun-09,Hibi142,Hipposideridae,M,A,,42.8,9,8.5,18.2,10.9,6.5,3,35.3,34.2,33.2,31,31.6,33.7,35.3,3.36
27-Jun-09,Hibi142,Hipposideridae,F,A,L,43.7,8.5,9.3,19.3,11.9,6.4,3,35.3,25.4,32.2,35,28.7,29.8,35.3,3.36
27-Jun-09,Hibi142,Hipposideridae,M,A,,42.4,7.75,9,18.4,10.8,6.4,3,30.3,30.1,28.6,30.1,29.7,29.6,30.3,2.86
27-Jun-09,Hibi142,Hipposideridae,M,A,,43,9.25,8.5,20,11,6.4,3,56.6,48,50.1,51,47.3,46.9,56.6,5.48
27-Jun-09,Hibi142,Hipposideridae,M,A,,43,8.25,8.8,18.2,9.8,6.3,3,35.3,34.4,33.2,33.1,34.8,32.6,35.3,3.36
27-Jun-09,Hibi142,Hipposideridae,M,A,,43,8,8.7,19.2,10.1,6.4,3,32,31.5,30.6,32,31.4,29.3,32,3.03
27-Jun-09,Hibi142,Hipposideridae,M,A,,42,8,8.1,19.4,10.6,6.4,3,43.4,42.2,41.4,43.9,43.2,41.2,43.9,4.21
27-Jun-09,Hice,Hipposideridae,M,A,,49.6,9,11.9,20.1,13.3,7,3,34.6,32.3,32.1,36.8,40.8,39.1,40.8,3.9
27-Jun-09,Hice,Hipposideridae,F,A,PL,48.8,10.25,8.8,18.8,10.4,7,3,37.4,36.1,38.4,37.5,35.5,38.6,38.6,3.69
27-Jun-09,Hice,Hipposideridae,M,A,,48.2,9.25,11.8,19.7,13.4,6.8,3,47.3,46.4,52.8,48.3,46.6,48.9,52.8,5.1
27-Jun-09,Hice,Hipposideridae,F,A,NR,49.9,9.5,9.9,19.4,11,7,3,37.5,36.6,36.9,35.9,36.9,38.4,38.4,3.67
27-Jun-09,Hice,Hipposideridae,F,A,NR,50.5,10,9.9,20,12,7.3,3,38.8,45.1,37.8,40.8,44,36,45.1,4.33
27-Jun-09,Hice,Hipposideridae,F,A,L,49.2,8.5,10.2,19.6,11.5,7.2,3,45.5,42.3,45.1,43.1,48.9,45.3,48.9,4.71
27-Jun-09,Hice,Hipposideridae,F,A,L,48.5,9.25,10.7,20,12.1,7,3,40.8,37.8,38.4,44.3,36.9,36.3,44.3,4.25
27-Jun-09,Hice,Hipposideridae,M,A,,48.3,8.75,11.9,20,12.5,6.8,3,40.9,40.4,40.3,46.4,38.5,43.3,46.4,4.46
27-Jun-09,Hice,Hipposideridae,F,A,NR,50.8,10,10.6,19.8,12,6.8,3,34.5,33,32.8,32.9,38,34,38,3.63
27-Jun-09,Hice,Hipposideridae,F,A,PL,50.4,9.25,10,19.2,12,6.8,3,45.5,42.9,43.9,42.8,49.6,45.8,49.6,4.78
27-Jun-09,Hice,Hipposideridae,M,A,,48.7,9,11.7,19.9,13.1,6.7,3,38.4,35.4,37.8,36.5,36.8,36.3,38.4,3.67
27-Jun-09,Hice,Hipposideridae,F,A,L,50.3,9.75,10.8,18.9,11.9,6.8,3,48.3,42.8,41.1,39.8,40.5,40.8,48.3,4.65
27-Jun-09,Hice,Hipposideridae,F,A,NR,50.8,9.25,10.9,19.5,12.1,6.5,3,37.4,37.5,36.5,39,36.9,38.3,39,3.73
27-Jun-09,Hice,Hipposideridae,M,A,,47.4,9.25,11.8,19.9,12.9,6.8,3,36.6,39.1,39.3,48.8,48.4,47.2,48.8,4.7
27-Jun-09,Hice,Hipposideridae,M,A,,48.1,9.25,11.2,20.2,12.5,6.7,3,39,42.9,41,40.2,39.9,42.3,42.9,4.11
27-Jun-09,Hice,Hipposideridae,F,A,L,49.8,9,11.2,20.3,11.4,6.5,3,47.1,48.4,47.3,46.3,45.1,47.4,48.4,4.66
27-Jun-09,Hice,Hipposideridae,F,A,NR,48.5,9.75,11.3,21,12.8,6.5,3,40,39.2,38.2,39.8,37.6,37.3,40,3.82
27-Jun-09,Hice,Hipposideridae,F,A,L,49.9,9.25,12.3,20.4,12.3,6.8,3,48.1,48.7,47.6,46.7,46.6,45.2,48.7,4.69
28-Jun-09,Chjo,Molossidae,M,A,,45.5,18,14.8,25,16,7.7,3.5,58.4,52.3,54.8,54.4,56.3,55.3,58.4,5.66
28-Jun-09,Momo,Molossidae,F,A,,43.8,28,14.5,26.5,15.3,8,3.5,67.8,75.4,68,77.6,69.6,74.9,77.6,7.57
28-Jun-09,Momo,Molossidae,F,A,,42.3,27,14.3,27.2,16.5,8.1,3.5,61.5,51.5,53.5,55,51.8,55.4,61.5,5.96
28-Jun-09,Momo,Molossidae,F,A,,43.4,29,14,25.5,14.7,8.1,3.5,54,49.5,51.2,53.2,54.3,50,54.3,5.25
30-Jun-09,Hice,Hipposideridae,F,A,NR,48,10.5,11.8,20.2,13,6.7,3,40,41.1,41.6,39.3,38.4,39.6,41.6,3.98
30-Jun-09,Hice,Hipposideridae,M,A,,46.4,10.75,11.8,20,13.5,6.4,3,37.9,37.8,37.5,37.1,39.5,39.8,39.8,3.8
30-Jun-09,Hice,Hipposideridae,F,A,PL,48.9,11.5,11.7,20.2,12.5,6.5,3,43.6,43.5,40,39.3,39.8,43.4,43.6,4.18
1-Jul-09,Kepa,Vespertilionidae,M,A,,43,7,12.3,19,12.8,7.6,3.5,64,70.6,68.5,66.8,67.5,69.8,70.6,6.87
5-Jul-09,Musu,Vespertilionidae,M,A,,29.8,3,9,15,9,5.3,2.5,46,49.9,47.9,49.4,51.9,49,51.9,5.01
5-Jul-09,Rhtr,Rhinolophidae,M,A,,53.4,13,11.5,24,14,9,4,64,64.1,64.6,61.5,55.8,56.8,64.6,6.27
6-Jul-09,Hibi131,Hipposideridae,F,A,P ,44.2,9,11.1,20.3,12.4,6.5,3,27.6,29.9,29.6,27.3,29.8,27.3,29.9,2.82
6-Jul-09,Hice,Hipposideridae,F,A,L,49.8,9.75,11.8,20,13.6,6.5,3,40,39.9,38,41.4,42.4,40.4,42.4,4.06
6-Jul-09,Hice,Hipposideridae,F,A,NR,48.4,9.75,11.8,19,11.4,6.5,3,42.1,41.3,44,41.4,42.3,41,44,4.22
6-Jul-09,Kein,Vespertilionidae,M,A,,29.1,4.25,7.4,13.3,8.1,5,2.5,11,11.3,11.9,11.4,14.4,11,14.4,1.28
6-Jul-09,Kein,Vespertilionidae,M,A,,28.5,3,7.1,13.8,8.1,5.3,2.5,8.9,9.8,8.4,7.9,6.9,8.3,9.8,0.82
6-Jul-09,Kein,Vespertilionidae,M,A,,27.1,3,7.4,13.5,8,5.1,2.5,7.9,5.9,6.6,6,5.8,6.6,7.9,0.63
6-Jul-09,Kepa,Vespertilionidae,F,A,L,43.6,10.75,12.2,17.6,11.4,8,3.5,79.1,79.6,75.3,74.5,75,80,80,7.8
6-Jul-09,Rhle,Rhinolophidae,F,A,PL,42.6,7,9.4,17,9.9,6.8,3,17,17.6,16.1,18.3,18,21,21,1.93
6-Jul-09,Rhst,Rhinolophidae,F,A,NR,45.7,9.25,8.9,21,11,8.7,4,22.6,25.4,24.4,23.8,21.4,21.9,25.4,2.37
6-Jul-09,Rhtr,Rhinolophidae,M,A,,48.7,13.5,11.8,24.2,13.5,9,4,51.5,43.8,46.8,44.5,44,48.8,51.5,4.97
6-Jul-09,Rhtr,Rhinolophidae,F,A,L,50,14,13,23.8,13.6,8.9,4,57,61.8,54.4,52.8,54.4,52.4,61.8,5.99
7-Jul-09,Mucy,Vespertilionidae,M,A,,35.4,8.25,11,20,11.6,6.5,3,125.6,136.4,130.5,129,124.6,118.6,136.4,13.42
8-Jul-09,Momo,Molossidae,F,A,,42.6,26,14.4,26.5,17.3,8.3,3.5,52.1,55,50.4,51.8,55.6,56.5,56.5,5.47
8-Jul-09,Momo,Molossidae,M,A,,41,26,14.5,27.2,16.5,8.2,3.5,51.8,51,52.5,56.1,56,60.1,60.1,5.82
8-Jul-09,Momo,Molossidae,M,A,,44.5,28,15.2,27.6,18.2,8.3,3.5,72.4,76.6,75.9,77.9,80.1,72.4,80.1,7.81
9-Jul-09,Hidi,Hipposideridae,F,A,L,84.5,47,20.2,33.8,20.8,13.8,6,243.6,316,211,218,223,249,316,31.29
9-Jul-09,Hidi,Hipposideridae,F,A,L,81.1,41,19,34,22.5,13.5,6,294,278,279,294,253,266,294,29.1
9-Jul-09,Hidi,Hipposideridae,F,A,L,85.4,46,18.7,33.5,20.8,13.4,6,300,226,226,226,245,249,300,29.7
9-Jul-09,Hidi,Hipposideridae,F,A,L,87,52,18.2,33.4,20,13.5,6,268,245,248,273,240,239,273,27.01
9-Jul-09,Hidi,Hipposideridae,F,A,L,79.1,40.5,19.1,33.8,21.6,13.3,6,240,238,280,249,273,238,280,27.71
9-Jul-09,Hidi,Hipposideridae,F,A,L,84.2,50,18.5,33.2,21.3,13.3,6,260,241,260,226,240,243,260,25.72
9-Jul-09,Hidi,Hipposideridae,F,A,L,82.5,48,18,34,22.5,13.5,6,281,241,260,225,240,271,281,27.8
9-Jul-09,Hidi,Hipposideridae,F,A,PL,81.8,42,17.5,31.3,17.9,13.4,6,270,256,261,268,260,261,270,26.71
9-Jul-09,Hidi,Hipposideridae,F,A,L,85.1,48,18.5,34.5,20.8,14,6,274,305,253,268,250,263,305,30.19
9-Jul-09,Hidi,Hipposideridae,F,A,L,85.6,46.5,17.2,32.8,20,13.2,6,228,220,230,208,210,227,230,22.73
9-Jul-09,Hidi,Hipposideridae,F,A,NR,84.8,52.5,18.8,34.1,19.3,13.2,6,241,238,240,265,241,240,265,26.21
9-Jul-09,Hidi,Hipposideridae,M,A,,80.2,42,19.7,32.8,20.6,13.1,6,186,203,216,194,219,200,219,21.64
9-Jul-09,Hidi,Hipposideridae,F,A,PL,86.3,55.5,17.5,34.5,20.3,13.3,6,270,214,224,234,224,228,270,26.71
9-Jul-09,Hidi,Hipposideridae,F,A,PL,81.1,45.5,17.5,33.7,20.3,13.2,6,250,240,243,240,236,245,250,24.72
9-Jul-09,Hidi,Hipposideridae,F,A,PL,81.4,51,18.2,34,21.3,13.3,6,271,278,286,270,284,280,286,28.3
9-Jul-09,Hidi,Hipposideridae,F,A,PL,86.8,52,17.6,33.4,21,13.2,6,306,288,286,264,274,244,306,30.29
9-Jul-09,Hidi,Hipposideridae,F,A,RPL,81,45,20.3,34,22.6,13.2,6,160,135,186,164,160,193,193,19.05
9-Jul-09,Hidi,Hipposideridae,M,A,,88.6,57,20.5,34.5,21.6,13.3,6,343,308,304,324,313,321,343,33.97
9-Jul-09,Hidi,Hipposideridae,F,A,PL,81,46,18.2,33.4,20.6,13.3,6,258,240,233,240,229,240,258,25.52
9-Jul-09,Hidi,Hipposideridae,M,A,,83.8,53.5,20.3,34.5,22.1,13.2,6,221,240,256,250,222,226,256,25.32
9-Jul-09,Hidi,Hipposideridae,F,A,PL,84.7,48,17.7,33.3,20.8,13.2,6,255,285,263,241,245,240,285,28.2
9-Jul-09,Hidi,Hipposideridae,F,A,L,81.4,43.5,18.4,33.5,20.5,13.3,6,233,221,235,225,226,218,235,23.23
9-Jul-09,Hidi,Hipposideridae,M,A,,78.9,50,18.3,35.5,20.8,13.5,6,299,229,269,295,270,291,299,29.6
9-Jul-09,Hidi,Hipposideridae,M,A,,83.9,49,17.8,35.1,22.9,13.1,6,281,270,275,298,255,258,298,29.5
9-Jul-09,Hidi,Hipposideridae,M,A,,87.2,52,20,35.3,22.8,13.3,6,205,188,201,195,194,203,205,20.24
9-Jul-09,Hidi,Hipposideridae,F,A,RPL,85,44,18.3,34.1,22.3,13.3,6,235,225,240,228,236,241,241,23.82
9-Jul-09,Hidi,Hipposideridae,M,A,,83.4,46,19.2,35.5,23.3,13.5,6,234,254,240,244,230,240,254,25.12
9-Jul-09,Hidi,Hipposideridae,F,A,RPL,84.5,45,17.8,32.9,29.6,13.5,6,240,243,258,240,254,240,258,25.52
9-Jul-09,Hidi,Hipposideridae,F,A,NR,84.1,45.5,17.5,33.7,20,13,6,259,205,208,263,275,208,275,27.21
9-Jul-09,Hidi,Hipposideridae,F,A,PL,86.8,45,19.2,34.2,21,13.1,6,235,223,228,229,235,231,235,23.23
9-Jul-09,Hidi,Hipposideridae,F,A,PL,84,50,17.7,33,22.3,13.2,6,229,234,213,248,221,220,248,24.52
9-Jul-09,Hidi,Hipposideridae,F,A,PL,81.3,56,16.2,33.8,19.3,13.4,6,223,211,258,231,233,248,258,25.52
9-Jul-09,Hidi,Hipposideridae,F,A,PL,85.1,48.5,18.5,32.8,19.2,13.3,6,243,219,243,248,228,233,248,24.52
9-Jul-09,Hidi,Hipposideridae,F,A,PL,86.2,47,17,32.5,20,13.2,6,199,196,216,203,240,200,240,23.73
9-Jul-09,Hidi,Hipposideridae,F,A,NR,83.5,47,16.6,31.8,18,13,6,221,223,210,215,209,223,223,22.03
9-Jul-09,Hidi,Hipposideridae,F,A,PL,82.5,52,17,34,19,13.3,6,208,210,224,208,201,209,224,22.13
9-Jul-09,Hidi,Hipposideridae,M,A,,85.9,45,19.3,35,22.3,13,6,249,274,256,249,274,278,278,27.51
9-Jul-09,Hidi,Hipposideridae,M,A,,88.1,52,20,35.4,22,13,6,280,275,260,258,260,279,280,27.71
9-Jul-09,Hidi,Hipposideridae,M,A,,85.5,42,19.7,34.4,21.9,13,6,284,284,301,293,320,328,328,32.48
9-Jul-09,Hidi,Hipposideridae,M,A,,86.4,54,19.9,33.4,22.5,13.1,6,330,304,298,301,306,300,330,32.68
9-Jul-09,Hidi,Hipposideridae,M,A,,80.7,46,18.8,34.4,21.5,13,6,314,294,293,283,291,300,314,31.09
9-Jul-09,Hidi,Hipposideridae,M,A,,85.3,46,17.9,34,21.1,13,6,229,218,245,250,240,240,250,24.72
9-Jul-09,Hily,Hipposideridae,M,A,,78.9,37,17.5,31,17.3,11.5,5,135.1,116.3,124.5,130.1,115.5,124.4,135.1,13.29
9-Jul-09,Hily,Hipposideridae,F,A,NR,75.7,45,17.6,31.5,16.2,11.3,5,134.4,145.9,151.9,165.3,183.6,153.3,183.6,18.11
9-Jul-09,Hily,Hipposideridae,F,A,NR,76.6,35.5,17.4,32.3,18.4,11.4,5,138.1,156.4,137.8,122.9,171.6,178.3,178.3,17.59
9-Jul-09,Mime,Vespertilionidae,M,A,,42.6,9,11.1,16.4,11.5,5.4,2.5,16,16.3,15.9,15.8,15.3,17.9,17.9,1.63
9-Jul-09,Mime,Vespertilionidae,M,A,,41.8,9.25,10.3,16.1,10.9,5.3,2.5,16.8,16.5,17.9,17.4,18.1,18,18.1,1.65
9-Jul-09,Mime,Vespertilionidae,F,A,NR,42.1,8.75,9.1,17.3,13.4,5.5,2.5,14.5,14,13.9,11.8,12.6,14.6,14.6,1.3
9-Jul-09,Mime,Vespertilionidae,M,A,,42.2,8.75,9.3,15.4,10.5,5.5,2.5,14.5,16,15.5,14,15.5,15.5,16,1.44
9-Jul-09,Mime,Vespertilionidae,M,A,,41.2,8.75,11,16.3,11,5.5,2.5,13.6,13.4,13,13.9,14.3,14,14.3,1.27
9-Jul-09,Mime,Vespertilionidae,M,A,,42.9,8.5,10,15.4,10.9,5.2,2.5,15.1,14.5,13.3,13.8,13.5,14.6,15.1,1.35
9-Jul-09,Mime,Vespertilionidae,F,A,PL,43,10,10.4,16.4,12.2,5.5,2.5,19.1,17.3,16.9,17.8,18,17.3,19.1,1.75
9-Jul-09,Mime,Vespertilionidae,F,A,NR,42.9,9,10,16.5,10.8,5.4,2.5,11.9,13.3,11.6,12.5,11.4,11.5,13.3,1.17
9-Jul-09,Mime,Vespertilionidae,F,A,PL,43.1,10.5,10.7,15.6,10.5,5.5,2.5,12.1,14,10.3,11.6,10.3,12,14,1.24
9-Jul-09,Mime,Vespertilionidae,M,A,,42.9,9.5,10.5,16.8,10.6,5.6,2.5,14.6,14.4,15.9,13.4,15.6,15.9,15.9,1.43
9-Jul-09,Mime,Vespertilionidae,M,A,,42,9.5,10,16,10.2,5.5,2.5,13.6,15.4,15.4,15.1,15.5,13.5,15.5,1.39
9-Jul-09,Mime,Vespertilionidae,M,A,,43.3,8.75,10,16,10.2,5.5,2.5,11.6,12.1,11.5,13.5,11,11.4,13.5,1.19
9-Jul-09,Mime,Vespertilionidae,F,A,NR,42.9,8.5,10,15.4,10.1,5.3,2.5,13.6,13.5,15.1,14.4,14.9,14.6,15.1,1.35
9-Jul-09,Mime,Vespertilionidae,F,A,NR,43.4,9.5,10.1,16.1,10,5.4,2.5,15,14,12.9,14.5,13.4,12.5,15,1.34
9-Jul-09,Mime,Vespertilionidae,M,A,,42.4,9,10,15.8,10.4,5.4,2.5,16.6,16.4,16.3,18.6,17.5,15.8,18.6,1.7
12-Jul-09,Kein,Vespertilionidae,M,A,,28.7,3.5,7.5,13.8,8,5.1,2.5,6.4,4.8,6.5,5,4.5,4.3,6.5,0.49
12-Jul-09,Kein,Vespertilionidae,M,A,,28.9,3.25,8.3,13.8,8.3,5,2.5,6.9,7.4,8.3,9.1,7.8,8.1,9.1,0.75
12-Jul-09,Kein,Vespertilionidae,M,A,,28,3.5,7.2,13.8,7.8,5.2,2.5,7.5,6.6,4.8,7.3,7.3,9.1,9.1,0.75
12-Jul-09,Kein,Vespertilionidae,M,A,,28.8,3.5,7.8,13.9,7.9,5.2,2.5,12.4,12.5,12.3,12.1,13.3,13.1,13.3,1.17
12-Jul-09,Kein,Vespertilionidae,M,A,,28.5,3.5,8.5,13.8,8.1,5.2,2.5,4.5,4.1,5.4,6.8,4.9,4.4,6.8,0.52
12-Jul-09,Kepa,Vespertilionidae,M,A,,38.1,6.75,12.1,18.9,12.5,7.2,3.5,55.4,58.8,58.4,57.6,64,61,64,6.21
12-Jul-09,Rhle,Rhinolophidae,F,A,PL,41.1,6.5,9,17.3,9.7,6.8,3,17,19.4,19.9,20,16.5,19,20,1.83
12-Jul-09,Rhst,Rhinolophidae,M,A,,45.4,9.25,8.9,21,10.5,8.1,4,25.9,25,25.4,26.3,28.8,30.1,30.1,2.84
12-Jul-09,Rhst,Rhinolophidae,F,A,NR,46.4,9.5,8.9,20.8,11,8.3,4,25.9,25,26.9,26,24.5,24.4,26.9,2.52
13-Jul-09,Hice,Hipposideridae,M,A,,49.5,10.75,11.3,19.4,12.7,6.5,3,39,46.1,44.9,46.3,48.1,44.3,48.1,4.63
13-Jul-09,Hiri,Hipposideridae,M,A,,48.1,9.5,12.3,21.3,14.5,8.3,3.5,32,29.4,28,29.8,28.5,35.9,35.9,3.42
13-Jul-09,Kein,Vespertilionidae,M,A,,28,3.5,7.9,13.6,7.5,5.3,2.5,10,14.4,10.5,10.5,10.1,10.5,14.4,1.28
13-Jul-09,Kein,Vespertilionidae,M,A,,28.5,3.25,8.2,14,8.1,5.6,2.5,12.3,9.9,9.6,7.6,7.1,8.6,12.3,1.07
13-Jul-09,Kein,Vespertilionidae,M,A,,29.4,3.25,7.7,13.9,8.1,5.3,2.5,11,6.6,6.3,7.4,5.9,7.3,11,0.94
13-Jul-09,Rhst,Rhinolophidae,M,A,,45.4,8.25,9.8,22.4,11.2,8.1,4,29.5,32.8,27.8,29.3,28.6,32,32.8,3.11
14-Jul-09,Kein,Vespertilionidae,M,A,,28.7,3.5,7.8,12,9.4,5.5,2.5,10.4,13.5,10.3,9.1,10.4,9.8,13.5,1.19
14-Jul-09,Kein,Vespertilionidae,M,A,,27.7,3,7.9,13.7,8.2,5.5,2.5,9.4,9.5,10,12.6,9.5,11,12.6,1.1
14-Jul-09,Rhle,Rhinolophidae,F,A,PL,41.7,6.5,8.9,18.4,10.2,6.7,3,8.6,10.3,14.5,10.5,11.9,12.3,14.5,1.29
15-Jul-09,Hiri,Hipposideridae,M,A,,48.8,9.25,11.5,20.8,14.8,8,3.5,35.4,34.6,35.1,35.8,33.8,36.6,36.6,3.49
15-Jul-09,Kepa,Vespertilionidae,M,A,,37.9,6.75,14.5,20.3,13,7.6,3.5,64,65.4,56.9,65.1,66.4,67.1,67.1,6.52
15-Jul-09,Kepa,Vespertilionidae,M,A,,42.9,8.25,11.2,18,11.8,7.8,3.5,77,82.4,81.5,81,64,69.8,82.4,8.04
15-Jul-09,Musu,Vespertilionidae,M,A,,28.7,3.75,8.5,15.9,9.8,5.2,2.5,40.9,46,41.4,46.1,42.1,44.3,46.1,4.43
15-Jul-09,Rhle,Rhinolophidae,F,A,RPL,38,5.5,8.6,18.1,10.5,6.5,3,16.9,19.5,13.8,16.3,16.9,13.5,19.5,1.79
15-Jul-09,Rhse,Rhinolophidae,M,A,,40.9,7.75,8.6,20.1,11.6,7.5,3.5,28.8,24.3,23.9,25,23.4,25,28.8,2.71
16-Jul-09,Chjo,Molossidae,M,A,,46.2,20.5,13.3,24.3,15.4,7.6,3.5,38.1,39.5,43.5,44.5,40.4,45.2,45.2,4.34
16-Jul-09,Chjo,Molossidae,M,A,,46.6,17,13.1,25,16.2,7.5,3.5,43.4,39.4,39.5,41.3,40.2,42.2,43.4,4.16
16-Jul-09,Chjo,Molossidae,M,A,,45.1,21,16.1,25.2,14.5,7.5,3.5,60.5,51.5,48.5,55.3,47.8,48,60.5,5.86
16-Jul-09,Chjo,Molossidae,F,A,,46,19,12.6,22.8,15.2,7.6,3.5,41.3,36.5,40.2,38.9,39.2,37.6,41.3,3.95
16-Jul-09,Chjo,Molossidae,M,A,,46.5,22.5,12.2,23.7,15.2,7.8,3.5,46,45.9,46,43.9,43.2,40.8,46,4.42
16-Jul-09,Chjo,Molossidae,F,A,,46.8,21,14.5,26.5,15.8,7.6,3.5,36.6,41.1,37.6,36.9,39.8,33.9,41.1,3.93
16-Jul-09,Momo,Molossidae,F,A,,42.7,29,14.5,26.5,15.3,8,3.5,78.3,80.9,79.4,78.6,68.6,79.4,80.9,7.89
16-Jul-09,Momo,Molossidae,F,A,,43.1,26,14.1,25.6,16.3,8,3.5,43,49,51.3,43.8,57.8,57.8,57.8,5.6
